Anderson D.C.,28
Anderson D.P.,30
Anderson G.,198
Anderson J.,48
Anderson T.,493
Anderson T.,173
Anderson T.,156
Anderson T.,152
Anderson T.,130
Anderson T.,109
Anderson T.,77
Anderson T.,77
Anderson T.,52
Anderson T.,40
Anderson T.,36
Anderson T.,31
Anderson T.,19
Anderson T.,14
Anderson T.,6
Anderson T.,4
Andrade C.E.,3
Andrade N.,57
Andrade N.,31
André E.,0
Andrew L.L.H.,19
Andrew L.L.H.,9
Andrews H.,0
Andriesse D.,9
Angel S.,10
Anker T.,1
Ansari J.,3
Ansari J.,3
Ansari J.,2
Ansari J.,1
Ansart J.P.,1
Ansart J.P.,0
Antichi G.,16
Antichi G.,0
Antichi G.,0
Antichi G.,0
Antichi G.,0
Antonakakis M.,0
Antonenko V.,25
Antonescu A.-F.,4
Antoniades D.,42
Anwar R.,12
Anwer B.,47
Anwer B.,0
Anwer M.B.,37
Anwer M.B.,17
Aoki H.,3
Aono M.,2
Applegate D.,108
Apthorpe N.,1
Aracil J.,23
Arango M.,3
Arashloo M.T.,35
Arco J.M.,6
Ardakanian O.,57
Ardi C.,0
Arefin A.,31
Argyraki K.,45
Argyraki K.,15
Argyraki K.,14
Argyraki K.,13
Argyraki K.,9
Argyraki K.,3
Argyraki K.,0
Arianfar S.,51
Arianfar S.,6
Arlitt M.,554
Arlitt M.,436
Arlitt M.,417
Arlitt M.,13
Armistead A.,198
Armitage G.,19
Armitage G.,15
Armitage G.,9
Armitage G.,7
Armitage G.,6
Armitage G.,5
Armitage G.,4
Armitage G.,3
Armitage G.,3
Armitage G.,3
Armitage G.,2
Arndt M.,26
Arnold G.,2
Arnold T.,0
Aronoff R.,15
Arora D.,3
Arthur B.,68
Arthurs E.,1
Arumaithurai M.,13
Arumaithurai M.,9
Arumaithurai M.,7
Arumaithurai M.,2
Arun V.,20
Arun V.,0
Arya M.,3
Arya V.,48
Arzani B.,13
Asad O.,20
Asad O.,3
Asai H.,20
Asai H.,9
Aschoff R.,0
Ascott R.,1
Asgarian F.,3
Asghar H.J.,9
Ashdown M.,1
Ashmawi W.,16
Ashok A.,2
Aslam J.,258
Assiotis M.,38
Atarashi R.,0
Atkeson C.G.,2
Atkinson R.,7
Aubin R.,1
Aucinas A.,23
Aucinas A.,0
Audzevich Y.,5
Audzevich Y.,0
Auerbach Joshua,8
Auge J.,0
Augé J.,0
Augustin B.,203
Augustin B.,96
Augustin B.,61
Auslander D.,6
Avino G.,1
Avizheh S.,0
Avrachenkov K.,84
Avramopoulos I.,4
Awan A.,357
Awara K.,0
Awerbuch B.,105
Awerbuch B.,3
Ayache J.M.,12
Ayadurai V.,2
Ayadurai V.,0
Azevedo E.,0
Babaie P.,0
Babarczi P.,0
Babbula S.R.,33
Baboescu F.,237
Baboescu F.,134
Babu S.,78
Baccelli E.,13
Baccelli F.,40
Baccelli F.,39
Bacher D.,1
Bachl M.,4
Backhaus H.,15
Badam A.,1
Baden R.,41
Baden R.,1
Baden R.,1
Badia L.,10
Badr H.,3
Badrinath B.R.,11
Bae S.,5
Baecker R.,1
Baggay J.,156
Bagnulo M.,3
Bahk Saewoong,32
Bahl P.,197
Bahl P.,178
Bahl P.,72
Bahl P.,27
Bai B.,0
Bai B.,0
Bai W.,28
Bai W.,12
Baig G.,45
Baig R.,8
Baig R.,2
Bailey B.,23
Bailey G.W.,0
Bailey M.,94
Bailey M.,77
Bailey M.,51
Bailey M.,51
Bailey M.,18
Bailey M.,10
Bailey M.,0
Baillargeon S.,3
Bajpai V.,6
Bajpai V.,0
Bajpai V.,0
Bajura M.,0
Baker D.,1
Baker H.H.,19
Baker M.,11
Balachandran A.,121
Balachandran A.,48
Balakrishnan H.,3883
Balakrishnan H.,166
Balakrishnan H.,163
Balakrishnan H.,136
Balakrishnan H.,122
Balakrishnan H.,108
Balakrishnan H.,98
Balakrishnan H.,93
Balakrishnan H.,93
Balakrishnan H.,72
Balakrishnan H.,69
Balakrishnan H.,61
Balakrishnan H.,61
Balakrishnan H.,48
Balakrishnan H.,46
Balakrishnan H.,41
Balakrishnan H.,35
Balakrishnan H.,32
Balakrishnan H.,24
Balakrishnan H.,23
Balakrishnan H.,20
Balakrishnan H.,12
Balakrishnan H.,9
Balakrishnan H.,8
Balakrishnan H.,5
Balakrishnan H.,0
Balakrishnan M.,53
Balampekos K.,4
Balan H.V.,9
Balan R.K.,16
Balasubramaniam S.,0
Balasubramanian A.,733
Balasubramanian A.,552
Balasubramanian A.,1
Balasubramanian A.,0
Balasubramanian A.,0
Balasubramanian N.,733
Baldi M.,12
Baldi M.,1
Baldin I.,2
Baldus G.,16
Ballani H.,471
Ballani H.,367
Ballani H.,92
Ballani H.,82
Ballani H.,58
Ballani H.,39
Ballani H.,29
Ballani H.,19
Ballani H.,15
Ballani H.,10
Ballani H.,8
Ballani H.,7
Ballard C.,10
Ballardie T.,552
Baltopoulos I.,3
Baltrunas D.,13
Balzarotti D.,4
Ban D.,5
Banavar H.,67
Banavar H.,1
Banchs A.,8
Baneriee S.,37
Banerjea A.,56
Banerjee A.,20
Banerjee N.,26
Banerjee N.,18
Banerjee S.,717
Banerjee S.,487
Banerjee S.,83
Banerjee S.,65
Banerjee S.,64
Banerjee S.,63
Banerjee S.,59
Banerjee S.,38
Banerjee S.,32
Banerjee S.,31
Banerjee S.,25
Banerjee S.,25
Banerjee S.,13
Banerjee S.,0
Banjar A.,1
Banks D.,26
Bannister J.,80
Bannister J.,7
Bannister J.,4
Bannister J.,4
Bannon R.,198
Bansal D.,61
Bansal D.,44
Bao J.,12
Bao J.,9
Bao J.,2
Bao X.,2
Bao Y.,1
Baohong L.,15
Bapat T.,48
Baptista Mario,33
Bar M.,23
Bar-Noy A.,8
Barakat C.,84
Barakat C.,61
Barakat C.,39
Barakat C.,8
Barakat C.,3
Barakat C.,2
Barakat C.,1
Baral C.,6
Baram D.,1
Baraniuk R.,96
Barbara D.,3
Barber D.L.A.,0
Barbera M.V.,50
Barcellos M.,0
Barchanski J.A.,1
Barford P.,517
Barford P.,205
Barford P.,135
Barford P.,129
Barford P.,110
Barford P.,81
Barford P.,50
Barford P.,41
Barford P.,39
Barford P.,37
Barford P.,27
Barford P.,22
Barford P.,21
Barford P.,20
Barford P.,18
Barford P.,17
Barford P.,17
Barford P.,14
Barford P.,13
Barford P.,11
Barford P.,7
Barford P.,5
Barford P.,2
Barford P.,1
Barford P.,1
Barford P.,1
Barford P.,1
Barham P.,3
Barham P.,1
Bari Md.F.,2
Barkai S.,5
Barlet-Ros P.,5
Barlet-Ros P.,0
Barnea A.,1
Barre S.,374
Barry B.,4
Bartee T.,0
Barth I.,0
Bartlett G.,80
Bartlett G.,31
Bartlett G.,7
Bartlett G.,4
Barton K.,0
Basat R.B.,12
Basescu C.,30
Baset S.,45
Bashkow T.R.,29
Basso A.,25
Basta A.,0
Basu A.,89
Basu A.,55
Basu A.,34
Basu P.,15
Basu S.,46
Batalin M.A.,0
Bates A.,10
Batra A.,2
Battarel G.J.,2
Bauer R.,2
Bauer S.,41
Bauer S.,26
Bauer S.,8
Bauer S.,2
Baum D.,0
Bavel Z.,1
Bavel Z.,0
Bavier A.,61
Bay P.,2
Bayhan S.,7
Bayhan S.,0
Bazzaz H.H.,443
Beach A.,45
Beck M.,27
Beck M.,16
Beck M.,14
Beckett R.,16
Beckett R.,13
Beckett R.,0
Bedwell B.,10
Beg M.,17
Begbie R.T.,0
Begel A.,67
Beheshti N.,44
Behr D.,0
Behr J.-P.,0
Behrens J.,29
Beigbeder T.,103
Beigbeder T.,59
Beijar N.,4
Belding E.M.,47
Belding-Royer E.M.,44
Belding-Royer E.M.,19
Beldingt E.M.,13
Belenkiy M.,38
Belgaied K.,19
Belghith A.,0
Bell G.,33
Bell G.,18
Bell G.,0
Bellala G.,26
Bellardo J.,57
Belle S.K.,0
Belocchi G.,0
Belpaire G.,0
Belter B.,14
Beltran L.,1
Belzarena P.,0
Ben-Shalom O.,13
Bender A.,41
Benet C.H.,0
Benevenuto F.,448
Benevenuto F.,75
Benjamin J.,8
Benkö P.,53
Bennett E.P.,23
Bennett J.C.R.,116
Bensaou B.,70
Benson K.,3
Benson T.,952
Benson T.,47
Benson T.,33
Benson T.,30
Benson T.,27
Benson T.,20
Benson T.,9
Benson T.,5
Benson T.,3
Benson T.,0
Benson T.,0
Benson T. A.,0
Benton K.,124
Berenguer S.S.,3
Beresford A.R.,0
Berg J.O.,0
Berg S.,11
Berger A.,26
Berger A.,18
Berger A.,17
Berger A.,12
Berger A.,8
Berger A.,8
Berger A.,3
Berger A.,0
Bergman A.,22
Bergman K.,4
Bergsträser S.,3
Bergsträsser S.,6
Bergströmt P.,1
Bermudez I.N.,46
Bernal M.V.,1
Bernhard J.,12
Bernhard J.,11
Bernstein A.J.,3
Berry O.,4
Bertelsmeyer C.,1
Bertsekas D.P.,4
Bestavros A.,110
Bestavros A.,102
Beugnard A.,7
Beutel J.,18
Bevan P.,2
Beverly R.,68
Beverly R.,26
Beverly R.,18
Beverly R.,17
Beverly R.,15
Beverly R.,9
Beverly R.,8
Beverly R.,4
Beverly R.,3
Beverly R.,2
Beverly R.,1
Beverly R.,0
Beverly R.,0
Bezzaz A.,17
Bezzaz A.,11
Bhagat C.,2
Bhagwat P.,4488
Bhanage G.,59
Bhandarkar S.,23
Bharadia D.,466
Bharadia D.,206
Bharadia D.,24
Bharadia D.,13
Bharadia D.,4
Bharadia D.,2
Bharadiay D.,72
Bhargava B.,304
Bhargava B.,187
Bharghavan V.,1432
Bharghavan V.,48
Bhartia A.,1
Bhattacharjee B.,1616
Bhattacharjee B.,487
Bhattacharjee B.,231
Bhattacharjee B.,41
Bhattacharjee B.,15
Bhattacharjee B.,11
Bhattacharjee B.,6
Bhattacharjee B.,1
Bhattacharjee R.,25
Bhattacharjee R.,22
Bhattacharya A.,0
Bhattacharya A.,0
Bhattacharyya S.,206
Bhattacharyya S.,164
Bhattacharyya S.,71
Bhattacharyya S.,56
Bhatti N.,19
Bhatti N.T.,36
Bhatti S.,92
Bhatti S.,7
Bhatti S.,4
Bhatti S.,1
Bhindwale R.,49
Bhowmik S.,1
Bi J.,17
Bi J.,7
Bi J.,1
Bi J.,1
Bi J.,1
Bi J.,0
Bi J.,0
Bian F.,120
Bian K.,26
Bianchi G.,0
Biatov K.,2
Biaz S.,28
Biczók G.,6
Bienkowski M.,33
Biersack E.,23
Biersack E.,10
Biersack E.W.,125
Biersack Ernst W.,47
Bifulco R.,6
Billington J.,0
Bindel D.,41
Binder R.,15
Birand B.,4
Birchfield D.,19
Birke R.,7
Birkner R.,1
Birmanx K.,5
Bischof Z.S.,39
Bischof Z.S.,8
Bischof Z.S.,7
Bischof Z.S.,2
Bischof Z.S.,1
Bischof Z.S.,1
Bischof Z.S.,1
Bisdikian C.,53
Biswas T.,3
Bitsch J.Á.,2
Björkman M.,32
Bjurefors F.,22
Black R.,7
Blackburn J.,41
Blackburn J.,3
Blackburn J.,1
Blackburn S.,82
Blackstock M.,4
Blackwell T.,11
Blackwelll T.,98
Blair G.,2
Blair G.,1
Blake C.,38
Blakey M.,0
Blanc R.P.,1
Blanche P.-A.,56
Blanquer J.M.,38
Blattner M.M.,0
Blefari Melazzi N.,95
Blefari-Melazzi N.,10
Blem E.,85
Blenk A.,0
Blenk A.,0
Blenk A.,0
Blenn N.,9
Bless R.,133
Bless R.,11
Bliznets I.,18
Blöcher M.,0
Bloessl B.,59
Blond S.L.,13
Blumenthal S.,7
Blumer T.P.,4
Bobick A.F.,7
Bocchi E.,70
Bocchi E.,8
Bochmann G.U.,2
Bochmann G.V.,12
Bochmann G.V.,8
Bochmann G.V.,1
Bochmann G.V.,1
Bochmann G.V.,0
Bochmann G.V.,0
Bodik P.,75
Bodik P.,32
Bodik P.,4
Bodik P.,1
Bodík P.,88
Boe B.,83
Boettger J.,15
Bogdanov K.,0
Boggs D.R.,76
Bogineni Kalyani,18
Boll S.,24
Bolla R.,50
Bolot J.,40
Bolot J.,40
Bolot J.,37
Bolot J.-C.,479
Bolot J.-C.,66
Bolotl J.-C.,0
Bolouki S.,86
Bolter J.,0
Bonafiglia R.,1
Bonald T.,150
Bonaventure O.,97
Bonaventure O.,78
Bonaventure O.,47
Bonaventure O.,47
Bonaventure O.,47
Bonaventure O.,18
Bonaventure O.,10
Bonaventure O.,8
Bonaventure O.,1
Bonaventure O.,1
Boncelet Jr. Charles G.,4
Bonfiglio D.,173
Bonneau J.,48
Bonnet P.,60
Bononi L.,34
Bopp T.,68
Borchert K.,2
Boreczhy J.,19
Borenstein N.S.,4
Borg S.,94
Borges A.V.,2
Borgia E.,9
Borgia E.,8
Borgonovo F.,2
Borgonovo F.,1
Bormann C.,3
Borning A.,3
Borokhovich M.,0
Borthakur D.,153
Borthakur D.,50
Bos H.,9
Bose A.,152
Bosshart P.,155
Boston J.,0
Botev B.,304
Böttger J.,17
Böttger J.,17
Bouabene G.,6
Bouet M.,4
Bouet M.,0
Boujemaa N.,37
Bouknight W.J.,0
Boulanger J.-S.,55
Boulis A.,5
Bourque D.,5
Boussetta K.,11
Boussetta K.,2
Boustead P.,11
Boustead P.,3
Boustead P.,3
Boustead P.,2
Boustead P.,1
Boustead P.,1
Boutaba R.,114
Boutaba R.,2
Boving S.,198
Bowden R.,14
Boyce J.M.,125
Boyer S.W.,2
Brachman Barry J.,1
Bradai A.,2
Braden R.,103
Braden R.,75
Braden R.,60
Braden R.,8
Braden R.T.,9
Braden R.T.,0
Brakmo L.S.,722
Bramsen P.,6
Branch P.,15
Branch P.,13
Brandriff R.K.,42
Brauckhoff D.,148
Brauckhoff D.,53
Braud T.,0
Braun A.-K.,38
Braun H.-W.,186
Braun H.-W.,26
Braun H.-W.,20
Braun L.,72
Braun L.,44
Braun R.,1
Braun T.,31
Braun T.,5
Braun T.,4
Braun T.,4
Braverman V.,52
Brecht T.,42
Breen J.,9
Bremer J.,4
Bremler-Barr A.,50
Bremler-Barr A.,13
Bremler-Barr A.,8
Brendan C.,30
Brent L.,9
Brent L.,0
Breslau L.,406
Breslau L.,103
Breslau L.,37
Breslau L.,37
Breslau L.,19
Breslau L.,4
Breslau L.,2
Bressana P.,0
Bressler R.,15
Brewer E.,7
Brewer E.A.,87
Brewer E.A.,31
Brewer E.A.,6
Briand J.P.,1
Brice R.,1
Briceno L.,0
Bridges P.C.,15
Brik V.,37
Brik V.,13
Brinkmeyer W.,9
Brinster I.,5
Broadbent M.,129
Broglio A.,13
Broido A.,506
Broll W.,38
Brooks K.M.,5
Brown A.,1
Brown Geoffrey M.,6
Brown M.G.,0
Brown R.E.,1
Bruckman A.,19
Bruell S.C.,8
Brun J.,11
Brundell P.,8
Brungardt R.,31
Brunner M.,24
Bruno J.,0
Brunstrom A.,0
Brunstrom A.,0
Bruschi R.,50
Bryan T.,5
Bryhni H.,0
Bu K.,27
Buchmann A.,8
Buchmann A.,3
Buchmann A.,0
Buchmann A.P.,91
Buchner M.M.,1
Budagavi M.,0
Budiu M.,48
Budrikis Z.L.,2
Buford J.,0
Bugnion E.,3
Bugnion E.,0
Bugos Alan R.,3
Bugos Alan R.,0
Buhr R.J.A.,2
Bultennan D.C.A.,1
Bulterman D.C.A.,16
Bulterman D.C.A.,10
Buneman P.,2
Buonadonna P.,17
Buonadonna P.,3
Burges C.J.C.,5
Burgstahler L.,24
Burgstahler L.,2
Burke J.,0
Burkhard W.A.,0
Burkov B.,0
Burnett S.,23
Burnett S.,18
Burnside M.,5
Burnside M.,0
Burren J.W.,5
Burren J.W.,2
Bursztein E.,18
Bush R.,79
Bush R.,50
Bush R.,47
Bush R.,26
Bush R.,5
Bush R.,0
Bushart J.,18
Busse M.,14
Busse M.,4
Bustamante F.,0
Bustamante F.E.,39
Bustamante F.E.,38
Bustamante F.E.,12
Bustamante F.E.,8
Bustamante F.E.,7
Bustamante F.E.,5
Bustamante F.E.,3
Bustamante F.E.,2
Bustamante F.E.,1
Bustamante F.E.,1
Bustamante F.E.,1
Bustamante F.E.,1
Bustamante F.E.,0
But J.,7
But J.,4
Butkiewicz M.,100
Butkiewicz M.,4
Butler K.R.B.,10
Butler Z.,258
Buyukkaya E.,7
Buyukkayhan A.S.,0
Buzo A.,0
Byers J.,110
Byers J.,58
Byers J.W.,23
Byers S.D.,3
Bykova M.,7
Bylemans I.,7
Caballero J.,4
Cabellos-Aparicio A.,8
Cabellos-Aparicio A.,0
Cabellos-Aparicio A.,0
Cabral C.M.S.,15
Cabral C.M.S.,5
Caceres R.,39
Cáceres R.,114
Cáceres R.,45
Cáceres R.,34
Cadorin E.,1
Caesar M.,193
Caesar M.,179
Caesar M.,77
Caesar M.,75
Caesar M.,12
Caesar M.,3
Caesar M.,0
Cahn A.,1
Cai K.,4
Cai L.,38
Cai L.-H.,13
Cai R.,13
Cai X.,15
Cai Y.,517
Cai Y.,0
Caire G.,9
Calafate C.,1
Calamvokis C.,26
Calder M.,68
Calder M.,34
Calder M.,1
Calder M.,0
Calderwood T.,7
Caldwell B.,24
Caldwell W.,13
Calin D.,12
Callaghan B.,20
Callaghan B.,3
Callahan T.,34
Caloini A.,5
Calvert K.,20
Calvert K.L.,17
Calvert K.L.,11
Calvert K.L.,1
Calvert Kenneth L.,22
Calyam P.,15
Calyert K.,6
Cambron G.Keith,0
Camp L.J.,124
Campbell A.,6
Campbell A.,0
Campbell A.T.,519
Campbell A.T.,12
Campbell Andrew,29
Campbell G.,44
Campbell L.,8
Campbell N.W.,73
Campbell R.H.,4
Campista M.E.M.,2
Canadi I.,21
Candea G.,9
Candea G.,0
Cangialosi F.,6
Cangialosi F.,0
Canini M.,112
Canini M.,48
Canini M.,30
Canini M.,25
Canini M.,18
Canini M.,5
Canini M.,4
Canini M.,0
Canini M.,0
Cano C.,0
Cano J.C.,1
Cao H.,0
Cao J.,52
Cao J.,0
Cao J.,0
Cao Y.,4
Cao Y.,0
Cao Z.,27
Capdehourat G.,0
Carapinha J.,119
Carchiolo V.,3
Cardigliano A.,12
Cardoso K.V.,1
Cardwell N.,56
Carisimo E.,3
Carle G.,72
Carle G.,61
Carle G.,44
Carle G.,17
Carle G.,9
Carle G.,9
Carle G.,1
Carle G.,1
Carle G.,0
Carle G.,0
Carlin B.,44
Carlson J.,1
Carlsson N.,30
Carlsson N.,1
Carlucci G.,27
Carofiglio G.,144
Carofiglio G.,65
Carofiglio G.,0
Carral J.A.,6
Carrig B.,1
Carter Fred,0
Carter J.,73
Carter J.,47
Carter J.,36
Carter K.M.,2
Carter W.C.,0
Carzaniga A.,151
Carzaniga A.,44
Carzaniga A.,5
Casado M.,366
Casapulla G.,5
Casas P.,12
Casas P.,11
Casas P.,9
Casas P.,5
Casas P.,3
Casas P.,0
Casas P.,0
Casas P.,0
Casas P.,0
Casas P.,0
Cascarano N.,21
Cascaval C.,2
Casetti C.,1
Casetti C.,1
Casey Liam,0
Cash G.L.,0
Cassel L.N.,1
Castanet R.,0
Castanon D.,1
Castelluccia C.,11
Castelluccia C.,10
Castiñeyra I.,6
Castonguay J.,6
Castro I.,0
Castronova E.,4
Cauleld T.,1
Caulfield T.,3
Cavalli A.R.,3
Cazita C.,63
Cepleanu A.,30
Cerf V.,0
Cerny E.,1
Cerrato I.,1
Cerroni W.,2
Cevizci I.,7
Cha G.-H.,5
Cha M.,955
Cha M.,448
Cha M.,173
Cha M.,98
Cha M.,75
Cha M.,44
Chaabane A.,14
Chaabane A.,0
Chabarek J.,7
Chabridon S.,7
Chachra N.,4
Chachulski S.,764
Chadalapaka M.,18
Chadalapaka M.,0
Chai W.,47
Chaiken R.,554
Chaintreau A.,713
Chaintreau A.,95
Chaintreau A.,54
Chaintreau A.,32
Chaintreau A.,31
Chaiorn L.,50
Chakareski J.,51
Chakareski J.,5
Chakrabarti K.,0
Chakraborti A.,3
Chakraborty A.,14
Chakravarty S.,0
Chambers C.,17
Chambers C.,4
Chan E.W.W.,80
Chan E.W.W.,5
Chan J.Y.K.,0
Chan M.,115
Chan M.C.,16
Chan M.C.,0
Chan S.Y.,258
Chan Wendy Y.L.,53
Chanda A.,5
Chandalia G.,5
Chandaria J.,4
Chandra Kavitha,1
Chandra R.,178
Chandra S.,46
Chandra S.,0
Chandrakasan A.,19
Chandran S.R.,16
Chandranmenon G.P.,7
Chandrasekaran B.,7
Chandrasekaran B.,0
Chandrasekaran V.,0
Chandrashekar J.,20
Chandrashekar J.,19
Chandrashekar J.,5
Chandrashekar J.,3
Chang C.-Y.,8
Chang Chi-ching,1
Chang Chun-Shi,5
Chang D.-F.,25
Chang D.-F.,5
Chang E.,0
Chang E.-C.,0
Chang E.Y.,45
Chang E.Y.,44
Chang F.,22
Chang H.,32
Chang H.,22
Chang H.,19
Chang H.,0
Chang H.-C.,30
Chang J.-F.,0
Chang L.,5
Chang L.,0
Chang R.-C.,16
Chang R.K.C.,80
Chang R.K.C.,14
Chang R.K.C.,5
Chang R.K.C.,1
Chang R.K.C.,1
Chang R.K.C.,0
Chang R.W.,2
Chang S.-F.,58
Chang S.-F.,7
Chang S.-F.,0
Chang W.,44
Chang W.,0
Chanson S.T.,1
Chanson Samuel T.,1
Chao H.Jonathan,6
Chapman A.,98
Chari V.,1
Charlie Hu Y.,0
Charousset D.,5
Chasaki D.,0
Chase C.,15
Chase C.,4
Chase J.,16
Chase J.,10
Chase J.S.,34
Chase J.S.,3
Chase M.,38
Chatterjee A.,3
Chatzis N.,124
Chatzis N.,17
Chatzis N.,17
Chatzis N.,15
Chatzis N.,0
Chaudhry A.,0
Chaudhry G.I.,0
Chaviaras G.,1
Chawathe Y.,406
Chawathe Y.,156
Chawathe Y.,31
Chawla M.,782
Che H.,4
Che H.,4
Cheetancheri S.G.,21
Chelluri A.,0
Chen A.,31
Chen A.,16
Chen A.,16
Chen A.,0
Chen A.,0
Chen B.,1
Chen B.-S.,2
Chen B.D.,18
Chen B.D.,8
Chen C.,2
Chen C.,0
Chen C.-C.,29
Chen C.-N.,1
Chen E.,38
Chen G.,17
Chen H.,74
Chen H.,38
Chen H.,5
Chen H.,0
Chen H.,0
Chen J.,30
Chen J.,24
Chen J.,20
Chen J.,10
Chen J.,9
Chen J.,7
Chen J.,5
Chen J.,4
Chen J.,3
Chen J.,3
Chen J.,2
